"ProtID","Class","Subphylum"
"Spec1659|RHZ87085.1","canH3","Mucoromycota"
"Spec1659|RHZ74356.1","canH3","Mucoromycota"
"Spec1660|CAG8533194.1","cenH3","Mucoromycota"
"Spec1660|CAG8583340.1","canH3","Mucoromycota"
"Spec1661|KAG9302546.1","cenH3","Mucoromycota"
"Spec1661|KAG9299426.1","canH3","Mucoromycota"
"Spec1661|KAG9284428.1","cenH3","Mucoromycota"
"Spec1661|KAG9285777.1","canH3","Mucoromycota"
"Spec1662|RGB43369.1","cenH3",NA
"Spec1662|RGB35247.1","canH3",NA
"Spec1662|RGB40197.1","canH3",NA
"Spec1662|RGB44079.1","cenH3",NA
"Spec1662|RGB34513.1","canH3",NA
"Spec1662|RGB44079.1","canH3",NA
"Spec1662|RGB36971.1","canH3",NA
"Spec1663|CAG8482643.1","canH3","Mucoromycota"
"Spec1663|CAG8511720.1","cenH3","Mucoromycota"
"Spec1664|OBZ70048.1","canH3","Basidiomycota"
"Spec1664|OBZ66850.1","canH3","Basidiomycota"
"Spec1664|OBZ68559.1","canH3","Basidiomycota"
"Spec1664|OBZ69060.1","cenH3","Basidiomycota"
"Spec1664|OBZ66972.1","canH3","Basidiomycota"
"Spec1665|KIL65585.1","canH3","Basidiomycota"
"Spec1665|KIL58436.1","canH3","Basidiomycota"
"Spec1665|KIL68061.1","cenH3","Basidiomycota"
"Spec1665|KIL71158.1","canH3","Basidiomycota"
"Spec1665|KIL70990.1","canH3","Basidiomycota"
"Spec1665|KIL65573.1","canH3","Basidiomycota"
"Spec1666|CEQ40990.1","canH3","Basidiomycota"
"Spec1666|CEQ41519.1","canH3","Basidiomycota"
"Spec1666|CEQ40988.1","canH3","Basidiomycota"
"Spec1666|CEQ41547.1","canH3","Basidiomycota"
"Spec1666|CEQ42710.1","cenH3","Basidiomycota"
"Spec1667|KAI9058528.1","canH3","Basidiomycota"
"Spec1667|KAI9063270.1","cenH3","Basidiomycota"
"Spec1667|KAI9062586.1","canH3","Basidiomycota"
"Spec1667|KAI9066505.1","canH3","Basidiomycota"
"Spec1668|2008_KAF8640135.1","cenH3","Basidiomycota"
"Spec1668|2008_KAF8636288.1","canH3","Basidiomycota"
"Spec1668|2008_KAF8640546.1","canH3","Basidiomycota"
"Spec1669|EPQ56729.1","canH3","Basidiomycota"
"Spec1669|EPQ60080.1","canH3","Basidiomycota"
"Spec1669|EPQ56655.1","canH3","Basidiomycota"
"Spec1669|EPQ59437.1","cenH3","Basidiomycota"
"Spec1670|KAK7060578.1","cenH3","Basidiomycota"
"Spec1670|KAK7060821.1","canH3","Basidiomycota"
"Spec1670|KAK7058318.1","canH3","Basidiomycota"
"Spec1670|KAK7051491.1","canH3","Basidiomycota"
"Spec1670|KAK7060828.1","canH3","Basidiomycota"
"Spec1671|KAJ2920217.1","canH3","Basidiomycota"
"Spec1671|KAJ2917100.1","canH3","Basidiomycota"
"Spec1671|KAJ2912621.1","cenH3","Basidiomycota"
"Spec1672|KAG6336840.1","cenH3","Basidiomycota"
"Spec1672|KAG6329310.1","canH3","Basidiomycota"
"Spec1672|KAG6329156.1","canH3","Basidiomycota"
"Spec1673|KAG6835367.1","canH3","Basidiomycota"
"Spec1673|KAG6819418.1","cenH3","Basidiomycota"
"Spec1673|KAG6836758.1","cenH3","Basidiomycota"
"Spec1673|KAG6819582.1","canH3","Basidiomycota"
"Spec1673|KAG6821623.1","cenH3","Basidiomycota"
"Spec1673|KAG6814163.1","canH3","Basidiomycota"
"Spec1674|KAH9844278.1","cenH3","Basidiomycota"
"Spec1674|KAH9830442.1","canH3","Basidiomycota"
"Spec1674|KAH9830030.1","canH3","Basidiomycota"
"Spec1674|KAH9829990.1","canH3","Basidiomycota"
"Spec1674|KAH9841670.1","canH3","Basidiomycota"
"Spec1675|KAJ1569185.1","canH3","Chytridiomycota"
"Spec1675|KAJ1551866.1","cenH3","Chytridiomycota"
"Spec1675|KAJ1563182.1","canH3","Chytridiomycota"
"Spec1675|KAJ1552972.1","canH3","Chytridiomycota"
"Spec1676|GJN90278.1","canH3","Basidiomycota"
"Spec1676|GJN93303.1","canH3","Basidiomycota"
"Spec1676|GJN88913.1","cenH3","Basidiomycota"
"Spec1676|GJN90131.1","cenH3","Basidiomycota"
"Spec1676|GJN94735.1","cenH3","Basidiomycota"
"Spec1676|GJN90386.1","canH3","Basidiomycota"
"Spec1677|KZT27511.1","canH3","Basidiomycota"
"Spec1677|KZT20366.1","cenH3","Basidiomycota"
"Spec1677|KZT25114.1","canH3","Basidiomycota"
"Spec1677|KZT21209.1","canH3","Basidiomycota"
"Spec1677|KZT25128.1","canH3","Basidiomycota"
"Spec1677|KZT25111.1","canH3","Basidiomycota"
"Spec1677|KZT17940.1","canH3","Basidiomycota"
"Spec1678|KWU41083.1","cenH3","Basidiomycota"
"Spec1678|KWU41526.1","canH3","Basidiomycota"
"Spec1678|KWU43402.1","canH3","Basidiomycota"
"Spec1678|KWU42369.1","canH3","Basidiomycota"
"Spec1678|KWU46236.1","cenH3","Basidiomycota"
"Spec1679|TNY20920.1","canH3","Basidiomycota"
"Spec1679|TNY17065.1","cenH3","Basidiomycota"
"Spec1679|TNY24375.1","cenH3","Basidiomycota"
"Spec1679|TNY17709.1","cenH3","Basidiomycota"
"Spec1679|TNY22622.1","canH3","Basidiomycota"
"Spec1680|PKI83214.1","cenH3","Basidiomycota"
"Spec1680|PKI83808.1","canH3","Basidiomycota"
"Spec1680|PKI82936.1","canH3","Basidiomycota"
"Spec1681|CDR48901.1","cenH3","Basidiomycota"
"Spec1681|CDR39464.1","canH3","Basidiomycota"
"Spec1681|CDR39441.1","canH3","Basidiomycota"
"Spec1681|CDR35587.1","canH3","Basidiomycota"
"Spec1681|CDR36225.1","canH3","Basidiomycota"
"Spec1681|CDR35589.1","canH3","Basidiomycota"
"Spec1681|CDR39573.1","cenH3","Basidiomycota"
"Spec1682|CDS06129.1","canH3","Mucoromycota"
"Spec1682|CDS03070.1","canH3","Mucoromycota"
"Spec1682|CDS08167.1","canH3","Mucoromycota"
"Spec1682|CDS11878.1","canH3","Mucoromycota"
"Spec1682|CDS07795.1","canH3","Mucoromycota"
"Spec1682|CDS05387.1","canH3","Mucoromycota"
"Spec1682|CDS05342.1","canH3","Mucoromycota"
"Spec1683|RCI00326.1","canH3","Mucoromycota"
"Spec1683|RCH81396.1","canH3","Mucoromycota"
"Spec1683|RCH98821.1","canH3","Mucoromycota"
"Spec1683|RCH90335.1","canH3","Mucoromycota"
"Spec1683|RCH82466.1","canH3","Mucoromycota"
"Spec1684|ORZ01436.1","canH3","Mucoromycota"
"Spec1684|ORY98032.1","canH3","Mucoromycota"
"Spec1684|ORY98863.1","canH3","Mucoromycota"
"Spec1684|ORY96755.1","canH3","Mucoromycota"
"Spec1685|KAG0175842.1","canH3","Mucoromycota"
"Spec1685|KAG0178852.1","canH3","Mucoromycota"
"Spec1685|KAG0183300.1","canH3","Mucoromycota"
"Spec1685|KAG0175405.1","canH3","Mucoromycota"
"Spec1686|KAG2202810.1","canH3","Mucoromycota"
"Spec1686|KAG2203169.1","canH3","Mucoromycota"
"Spec1686|KAG2215714.1","canH3","Mucoromycota"
"Spec1686|KAG2200408.1","canH3","Mucoromycota"
"Spec1687|KAG1583945.1","canH3","Mucoromycota"
"Spec1687|KAG1591282.1","canH3","Mucoromycota"
"Spec1687|KAG1588158.1","canH3","Mucoromycota"
"Spec1687|KAG1589485.1","canH3","Mucoromycota"
"Spec1687|KAG1579934.1","canH3","Mucoromycota"
"Spec1687|KAG1595840.1","canH3","Mucoromycota"
"Spec1688|KAG2227187.1","canH3","Mucoromycota"
"Spec1688|KAG2221208.1","canH3","Mucoromycota"
"Spec1688|KAG2221055.1","canH3","Mucoromycota"
"Spec1688|KAG2218216.1","canH3","Mucoromycota"
"Spec1689|EPQ28563.1","canH3","Basidiomycota"
"Spec1689|EPQ31381.1","canH3","Basidiomycota"
"Spec1689|EPQ27112.1","cenH3","Basidiomycota"
"Spec1690|GAK64359.1","canH3","Basidiomycota"
"Spec1690|GAK67338.1","cenH3","Basidiomycota"
"Spec1690|GAK68566.1","canH3","Basidiomycota"
"Spec1691|WFD40665.1","canH3","Basidiomycota"
"Spec1691|WFD40182.1","canH3","Basidiomycota"
"Spec1692|KAI7877635.1","canH3","Mucoromycota"
"Spec1692|KAI7877488.1","canH3","Mucoromycota"
"Spec1692|KAI7885224.1","canH3","Mucoromycota"
"Spec1692|KAI7874656.1","canH3","Mucoromycota"
"Spec1692|KAI7885319.1","canH3","Mucoromycota"
"Spec1692|KAI7883748.1","canH3","Mucoromycota"
"Spec1693|OBZ91597.1","canH3","Mucoromycota"
"Spec1693|OBZ87550.1","canH3","Mucoromycota"
"Spec1694|EPB92024.1","canH3","Mucoromycota"
"Spec1694|EPB86453.1","canH3","Mucoromycota"
"Spec1694|EPB91601.1","canH3","Mucoromycota"
"Spec1694|EPB84096.1","canH3","Mucoromycota"
"Spec1695|KAJ1982660.1","canH3","Zoopagomycota"
"Spec1695|KAJ1964599.1","canH3","Zoopagomycota"
"Spec1695|KAJ1980618.1","canH3","Zoopagomycota"
"Spec1695|KAJ1978625.1","canH3","Zoopagomycota"
"Spec1696|CAG8483951.1","canH3","Mucoromycota"
"Spec1696|CAG8502342.1","canH3","Mucoromycota"
"Spec1696|CAG8790159.1","cenH3","Mucoromycota"
"Spec1697|KAF7725996.1","canH3","Mucoromycota"
"Spec1697|KAF7728359.1","canH3","Mucoromycota"
"Spec1697|KAF7728933.1","canH3","Mucoromycota"
"Spec1697|KAF7722482.1","canH3","Mucoromycota"
"Spec1698|KAG2197887.1","canH3","Mucoromycota"
"Spec1698|KAG2207958.1","canH3","Mucoromycota"
"Spec1698|KAG2197037.1","canH3","Mucoromycota"
"Spec1699|KAI7850263.1","canH3","Mucoromycota"
"Spec1699|KAI7860412.1","canH3","Mucoromycota"
"Spec1699|KAI7854908.1","canH3","Mucoromycota"
"Spec1699|KAI7848568.1","canH3","Mucoromycota"
"Spec1700|CDH52270.1","canH3",NA
"Spec1700|CDH58787.1","canH3",NA
"Spec1700|CDH51911.1","canH3",NA
"Spec1700|CDH48847.1","canH3",NA
"Spec1700|CDH60908.1","canH3",NA
"Spec1700|CDH52336.1","canH3",NA
"Spec1700|CDH50260.1","canH3",NA
"Spec1701|KAI7874621.1","canH3","Mucoromycota"
"Spec1701|KAI7891742.1","canH3","Mucoromycota"
"Spec1701|KAI7889984.1","canH3","Mucoromycota"
"Spec1701|KAI7874775.1","canH3","Mucoromycota"
"Spec1702|DAA76638.1","cenH3","Ascomycota"
"Spec1702|DAA79057.1","canH3","Ascomycota"
"Spec1703|KAI0754812.1","canH3","Basidiomycota"
"Spec1703|KAI0756220.1","canH3","Basidiomycota"
"Spec1703|KAI0750708.1","cenH3","Basidiomycota"
"Spec1703|KAI0741724.1","canH3","Basidiomycota"
"Spec1703|KAI0741306.1","canH3","Basidiomycota"
"Spec1704|KAF3492281.1","canH3","Ascomycota"
"Spec1705|ORX44779.1","canH3","Mucoromycota"
"Spec1705|ORX51878.1","canH3","Mucoromycota"
"Spec1705|ORX56878.1","canH3","Mucoromycota"
"Spec1705|ORX47001.1","canH3","Mucoromycota"
"Spec1706|KAI8060998.1","canH3","Mucoromycota"
"Spec1706|KAI8075331.1","canH3","Mucoromycota"
"Spec1706|KAI8061057.1","canH3","Mucoromycota"
"Spec1706|KAI8063230.1","canH3","Mucoromycota"
"Spec1707|KAI9468276.1","canH3","Mucoromycota"
"Spec1708|KAG1121711.1","canH3","Mucoromycota"
"Spec1708|KAG1128484.1","canH3","Mucoromycota"
"Spec1708|KAG1123856.1","canH3","Mucoromycota"
"Spec1708|KAG1131149.1","canH3","Mucoromycota"
"Spec1708|KAG1131104.1","canH3","Mucoromycota"
"Spec1708|KAG1108366.1","canH3","Mucoromycota"
"Spec1709|ORX86637.1","canH3","Zoopagomycota"
"Spec1709|ORX89017.1","cenH3","Zoopagomycota"
"Spec1709|ORX91115.1","canH3","Zoopagomycota"
"Spec1709|ORX94226.1","canH3","Zoopagomycota"
"Spec1709|ORX63924.1","canH3","Zoopagomycota"
"Spec1709|ORX91269.1","canH3","Zoopagomycota"
"Spec1709|ORY00220.1","canH3","Zoopagomycota"
"Spec1709|ORY02788.1","canH3","Zoopagomycota"
"Spec1709|ORX92256.1","cenH3","Zoopagomycota"
"Spec1709|ORX92998.1","canH3","Zoopagomycota"
"Spec1709|ORX96525.1","canH3","Zoopagomycota"
"Spec1710|CAG8596544.1","canH3","Mucoromycota"
"Spec1710|CAG8750062.1","canH3","Mucoromycota"
"Spec1711|KAI7871005.1","canH3","Mucoromycota"
"Spec1711|KAI7869121.1","canH3","Mucoromycota"
"Spec1711|KAI7872702.1","canH3","Mucoromycota"
"Spec1711|KAI7866461.1","canH3","Mucoromycota"
"Spec1712|KAF0488261.1","canH3","Mucoromycota"
"Spec1712|KAF0408220.1","canH3","Mucoromycota"
"Spec1712|KAF0420300.1","cenH3","Mucoromycota"
"Spec1712|KAF0488260.1","canH3","Mucoromycota"
"Spec1713|KAI9245978.1","canH3","Mucoromycota"
"Spec1713|KAI9258256.1","canH3","Mucoromycota"
"Spec1713|KAI9277854.1","canH3","Mucoromycota"
"Spec1713|KAI9259307.1","canH3","Mucoromycota"
"Spec1715|RIB13570.1","canH3","Mucoromycota"
"Spec1715|RIB18235.1","canH3","Mucoromycota"
"Spec1715|RIB04915.1","cenH3","Mucoromycota"
"Spec1716|KAF9996060.1","canH3","Mucoromycota"
"Spec1716|KAF9999324.1","canH3","Mucoromycota"
"Spec1716|KAF9946424.1","cenH3","Mucoromycota"
"Spec1717|KAI8098604.1","canH3","Mucoromycota"
"Spec1717|KAI8080075.1","canH3","Mucoromycota"
"Spec1717|KAI8096379.1","canH3","Mucoromycota"
"Spec1717|KAI8077771.1","canH3","Mucoromycota"
"Spec1718|KAK8849509.1","canH3","Basidiomycota"
"Spec1718|KAK8847548.1","canH3","Basidiomycota"
"Spec1718|KAK8870035.1","canH3","Basidiomycota"
"Spec1718|KAK8864187.1","cenH3","Basidiomycota"
"Spec1719|PVU97525.1","canH3","Zoopagomycota"
"Spec1719|PVU92407.1","canH3","Zoopagomycota"
"Spec1719|PVU86739.1","canH3","Zoopagomycota"
"Spec1719|PVU88573.1","canH3","Zoopagomycota"
"Spec1719|PVU91245.1","cenH3","Zoopagomycota"
"Spec1719|PVU89824.1","canH3","Zoopagomycota"
"Spec1720|KJA23162.1","cenH3","Basidiomycota"
"Spec1720|KJA25714.1","canH3","Basidiomycota"
"Spec1720|KJA26045.1","canH3","Basidiomycota"
"Spec1720|KJA17731.1","canH3","Basidiomycota"
"Spec1720|KJA21653.1","cenH3","Basidiomycota"
"Spec1720|KJA19177.1","canH3","Basidiomycota"
"Spec1720|KJA29453.1","cenH3","Basidiomycota"
"Spec1720|KJA21989.1","cenH3","Basidiomycota"
"Spec1720|KJA30187.1","cenH3","Basidiomycota"
"Spec1720|KJA18043.1","canH3","Basidiomycota"
"Spec1720|KJA21653.1","canH3","Basidiomycota"
"Spec1720|KJA15675.1","cenH3","Basidiomycota"
"Spec1720|KJA21989.1","canH3","Basidiomycota"
"Spec1721|GMK59388.1","canH3","Basidiomycota"
"Spec1721|GMK57262.1","cenH3","Basidiomycota"
"Spec1721|GMK55730.1","canH3","Basidiomycota"
"Spec1721|GMK55175.1","canH3","Basidiomycota"
"Spec1722|KAJ9478530.1","cenH3","Basidiomycota"
"Spec1722|KAJ9479061.1","canH3","Basidiomycota"
"Spec1722|KAJ9474118.1","canH3","Basidiomycota"
"Spec1723|KDQ50512.1","canH3","Basidiomycota"
"Spec1723|KDQ50734.1","canH3","Basidiomycota"
"Spec1723|KDQ50496.1","canH3","Basidiomycota"
"Spec1723|KDQ64563.1","cenH3","Basidiomycota"
"Spec1723|KDQ50486.1","cenH3","Basidiomycota"
"Spec1723|KDQ49889.1","canH3","Basidiomycota"
"Spec1723|KDQ50536.1","canH3","Basidiomycota"
"Spec1723|KDQ50536.1","cenH3","Basidiomycota"
"Spec1723|KDQ62963.1","canH3","Basidiomycota"
"Spec1723|KDQ50528.1","canH3","Basidiomycota"
"Spec1723|KDQ50700.1","canH3","Basidiomycota"
"Spec1723|KDQ50488.1","cenH3","Basidiomycota"
"Spec1724|KAF8587234.1","canH3","Basidiomycota"
"Spec1724|KAF8591378.1","canH3","Basidiomycota"
"Spec1724|KAF8582099.1","canH3","Basidiomycota"
"Spec1724|KAF8591517.1","cenH3","Basidiomycota"
"Spec1724|KAF8582990.1","canH3","Basidiomycota"
"Spec1724|KAF8586246.1","canH3","Basidiomycota"
"Spec1724|KAF8579485.1","canH3","Basidiomycota"
"Spec1724|KAF8579465.1","canH3","Basidiomycota"
"Spec1724|KAF8582820.1","canH3","Basidiomycota"
"Spec1725|KPV75118.1","cenH3","Basidiomycota"
"Spec1725|KPV73769.1","cenH3","Basidiomycota"
"Spec1725|KPV74199.1","canH3","Basidiomycota"
"Spec1725|KPV71558.1","canH3","Basidiomycota"
"Spec1725|KPV74410.1","cenH3","Basidiomycota"
"Spec1725|KPV74304.1","canH3","Basidiomycota"
"Spec1726|KAI0962619.1","canH3","Basidiomycota"
"Spec1726|KAI0946936.1","canH3","Basidiomycota"
"Spec1726|KAI0929687.1","canH3","Basidiomycota"
"Spec1726|KAI0938076.1","cenH3","Basidiomycota"
"Spec1726|KAI0947393.1","canH3","Basidiomycota"
"Spec1727|BEJ14693.1","canH3","Basidiomycota"
"Spec1727|BEJ14987.1","canH3","Basidiomycota"
"Spec1727|BEJ16175.1","canH3","Basidiomycota"
"Spec1727|BEJ14888.1","cenH3","Basidiomycota"
"Spec1728|KIJ36989.1","canH3","Basidiomycota"
"Spec1728|KIJ54297.1","canH3","Basidiomycota"
"Spec1728|KIJ54400.1","canH3","Basidiomycota"
"Spec1728|KIJ56795.1","cenH3","Basidiomycota"
"Spec1728|KIJ36934.1","canH3","Basidiomycota"
"Spec1728|KIJ43967.1","canH3","Basidiomycota"
"Spec1729|CAG8467986.1","cenH3","Mucoromycota"
"Spec1729|CAG8629464.1","canH3","Mucoromycota"
"Spec1729|CAG8524311.1","cenH3","Mucoromycota"
"Spec1729|CAG8593313.1","canH3","Mucoromycota"
"Spec1730|PVU92276.1","canH3","Zoopagomycota"
"Spec1730|PVU96123.1","canH3","Zoopagomycota"
"Spec1731|XP_027608271.1","canH3","Basidiomycota"
"Spec1731|XP_027614602.1","canH3","Basidiomycota"
"Spec1731|XP_027617056.1","canH3","Basidiomycota"
"Spec1731|XP_027615737.1","canH3","Basidiomycota"
"Spec1731|XP_027610629.1","cenH3","Basidiomycota"
"Spec1732|KAJ3016992.1","canH3","Chytridiomycota"
"Spec1732|KAJ3002239.1","canH3","Chytridiomycota"
"Spec1732|KAJ3014226.1","canH3","Chytridiomycota"
"Spec1732|KAJ3009674.1","canH3","Chytridiomycota"
"Spec1732|KAJ3007986.1","canH3","Chytridiomycota"
"Spec1733|KAJ7606166.1","cenH3","Basidiomycota"
"Spec1733|KAJ7616802.1","cenH3","Basidiomycota"
"Spec1733|KAJ7605754.1","canH3","Basidiomycota"
"Spec1733|KAJ7631649.1","canH3","Basidiomycota"
"Spec1733|KAJ7605949.1","cenH3","Basidiomycota"
"Spec1734|KAI9225807.1","canH3","Zoopagomycota"
"Spec1734|KAI9230161.1","canH3","Zoopagomycota"
"Spec1734|KAI9230411.1","canH3","Zoopagomycota"
"Spec1734|KAI9230161.1","cenH3","Zoopagomycota"
"Spec1735|KAJ7053833.1","canH3","Basidiomycota"
"Spec1735|KAJ7052313.1","canH3","Basidiomycota"
"Spec1735|KAJ7068365.1","canH3","Basidiomycota"
"Spec1736|KXN89672.1","cenH3","Basidiomycota"
"Spec1736|KXN87659.1","canH3","Basidiomycota"
"Spec1737|TCD63272.1","canH3","Basidiomycota"
"Spec1737|TCD69655.1","cenH3","Basidiomycota"
"Spec1737|TCD69465.1","canH3","Basidiomycota"
"Spec1737|TCD67911.1","canH3","Basidiomycota"
"Spec1737|TCD69446.1","canH3","Basidiomycota"
"Spec1738|CAG8616115.1","cenH3","Mucoromycota"
"Spec1738|CAG8454218.1","canH3","Mucoromycota"
"Spec1738|CAG8462749.1","canH3","Mucoromycota"
"Spec1739|RKP13447.1","canH3","Zoopagomycota"
"Spec1739|RKP13828.1","canH3","Zoopagomycota"
"Spec1740|KAK2459550.1","canH3","Basidiomycota"
"Spec1740|KAK2463940.1","cenH3","Basidiomycota"
"Spec1740|KAK2465702.1","canH3","Basidiomycota"
"Spec1740|KAK2465710.1","canH3","Basidiomycota"
"Spec1740|KAK2466280.1","cenH3","Basidiomycota"
"Spec1741|ESK92392.1","canH3","Basidiomycota"
"Spec1741|ESK98500.1","canH3","Basidiomycota"
"Spec1741|ESK96071.1","cenH3","Basidiomycota"
"Spec1742|PWN90944.1","canH3","Basidiomycota"
"Spec1742|PWN93749.1","canH3","Basidiomycota"
"Spec1742|PWN91934.1","cenH3","Basidiomycota"
"Spec1743|KAH8161203.1","cenH3","Ascomycota"
"Spec1743|KAH8156473.1","canH3","Ascomycota"
"Spec1744|CAG8494253.1","canH3","Mucoromycota"
"Spec1744|CAG8491878.1","cenH3","Mucoromycota"
"Spec1744|CAG8522740.1","canH3","Mucoromycota"
"Spec1745|PCH44147.1","canH3","Basidiomycota"
"Spec1745|PCH39805.1","canH3","Basidiomycota"
"Spec1745|PCH44058.1","canH3","Basidiomycota"
"Spec1745|PCH34339.1","canH3","Basidiomycota"
"Spec1745|PCH41064.1","cenH3","Basidiomycota"
"Spec1746|KAI9573813.1","canH3","Basidiomycota"
"Spec1746|KAI9566393.1","canH3","Basidiomycota"
"Spec1746|KAI9574730.1","cenH3","Basidiomycota"
"Spec1747|KAL0567306.1","canH3","Basidiomycota"
"Spec1747|KAL0565052.1","cenH3","Basidiomycota"
"Spec1747|KAL0563140.1","canH3","Basidiomycota"
"Spec1747|KAL0578019.1","canH3","Basidiomycota"
"Spec1748|UZJ53849.1","canH3","Basidiomycota"
"Spec1748|UZJ56036.1","canH3","Basidiomycota"
"Spec1749|KAF8483129.1","canH3","Basidiomycota"
"Spec1749|KAF8492895.1","cenH3","Basidiomycota"
"Spec1749|KAF8483132.1","canH3","Basidiomycota"
"Spec1749|KAF8531636.1","canH3","Basidiomycota"
"Spec1749|KAF8526164.1","canH3","Basidiomycota"
"Spec1749|KAF8472892.1","canH3","Basidiomycota"
"Spec1750|KAI0375612.1","cenH3","Basidiomycota"
"Spec1750|KAI0369192.1","canH3","Basidiomycota"
"Spec1750|KAI0369849.1","canH3","Basidiomycota"
"Spec1750|KAI0370453.1","canH3","Basidiomycota"
"Spec1750|KAI0372309.1","canH3","Basidiomycota"
"Spec1751|KAF8528230.1","canH3","Basidiomycota"
"Spec1751|KAF8527465.1","canH3","Basidiomycota"
"Spec1751|KAF8524336.1","canH3","Basidiomycota"
"Spec1751|KAF8529134.1","cenH3","Basidiomycota"
"Spec1751|KAF8524320.1","canH3","Basidiomycota"
"Spec1751|KAF8522086.1","canH3","Basidiomycota"
"Spec1752|KAJ1974027.1","canH3","Zoopagomycota"
"Spec1752|KAJ1992954.1","canH3","Zoopagomycota"
"Spec1752|KAJ1992944.1","canH3","Zoopagomycota"
"Spec1752|KAJ1983906.1","cenH3","Zoopagomycota"
"Spec1753|WVF69633.1","canH3","Basidiomycota"
"Spec1753|WVF68615.1","canH3","Basidiomycota"
"Spec1753|WVF71668.1","cenH3","Basidiomycota"
"Spec1753|WVF72351.1","canH3","Basidiomycota"
"Spec1754|KAK1924609.1","canH3","Basidiomycota"
"Spec1754|KAK1924430.1","cenH3","Basidiomycota"
"Spec1754|KAK1923759.1","canH3","Basidiomycota"
"Spec1754|KAK1921717.1","canH3","Basidiomycota"
"Spec1755|KAI0253201.1","canH3","Basidiomycota"
"Spec1755|KAI0251404.1","canH3","Basidiomycota"
"Spec1755|KAI0254698.1","cenH3","Basidiomycota"
"Spec1755|KAI0251411.1","canH3","Basidiomycota"
"Spec1756|KAA1468888.1","canH3","Basidiomycota"
"Spec1756|KAA1466436.1","cenH3","Basidiomycota"
"Spec1756|KAA1468891.1","canH3","Basidiomycota"
"Spec1756|KAA1467849.1","canH3","Basidiomycota"
"Spec1756|KAA1477075.1","cenH3","Basidiomycota"
"Spec1756|KAA1468529.1","cenH3","Basidiomycota"
"Spec1757|KAJ7511788.1","canH3","Basidiomycota"
"Spec1757|KAJ7507916.1","cenH3","Basidiomycota"
"Spec1758|PSS05410.1","cenH3","Basidiomycota"
"Spec1758|PSS30982.1","canH3","Basidiomycota"
"Spec1758|PSR72276.1","canH3","Basidiomycota"
"Spec1758|PSR80210.1","canH3","Basidiomycota"
"Spec1759|KZT74360.1","cenH3","Basidiomycota"
"Spec1759|KZT72022.1","canH3","Basidiomycota"
"Spec1759|KZT73415.1","canH3","Basidiomycota"
"Spec1759|KZT65823.1","canH3","Basidiomycota"
"Spec1759|KZT66145.1","canH3","Basidiomycota"
"Spec1760|KAJ7932012.1","canH3","Basidiomycota"
"Spec1760|KAJ7906363.1","canH3","Basidiomycota"
"Spec1760|KAJ7826511.1","canH3","Basidiomycota"
"Spec1760|KAJ7882865.1","canH3","Basidiomycota"
"Spec1760|KAJ7919976.1","cenH3","Basidiomycota"
"Spec1760|KAJ7918632.1","canH3","Basidiomycota"
"Spec1760|KAJ7908259.1","cenH3","Basidiomycota"
"Spec1760|KAJ7826511.1","cenH3","Basidiomycota"
"Spec1760|KAJ7888219.1","canH3","Basidiomycota"
"Spec1760|KAJ7900828.1","canH3","Basidiomycota"
"Spec1760|KAJ7933211.1","canH3","Basidiomycota"
"Spec1760|KAJ7815471.1","canH3","Basidiomycota"
"Spec1760|KAJ7891454.1","canH3","Basidiomycota"
"Spec1761|KAL0243637.1","canH3","Basidiomycota"
"Spec1761|KAL0240225.1","canH3","Basidiomycota"
"Spec1761|KAL0250732.1","cenH3","Basidiomycota"
"Spec1762|KAI9639562.1","cenH3","Basidiomycota"
"Spec1762|KAI9633001.1","canH3","Basidiomycota"
"Spec1762|KAI9638469.1","canH3","Basidiomycota"
"Spec1762|KAI9636238.1","canH3","Basidiomycota"
"Spec1763|WWC69746.1","canH3","Basidiomycota"
"Spec1763|WWC70440.1","cenH3","Basidiomycota"
"Spec1763|WWC73509.1","canH3","Basidiomycota"
"Spec1763|WWC68105.1","canH3","Basidiomycota"
"Spec1764|XAO24214.1","canH3","Basidiomycota"
"Spec1764|XAO23658.1","cenH3","Basidiomycota"
"Spec1764|XAO24587.1","canH3","Basidiomycota"
"Spec1765|KAI6124879.1","canH3","Basidiomycota"
"Spec1765|KAI6124631.1","canH3","Basidiomycota"
"Spec1765|KAI6124886.1","canH3","Basidiomycota"
"Spec1765|KAI6134933.1","cenH3","Basidiomycota"
"Spec1766|TYJ55346.1","canH3","Basidiomycota"
"Spec1766|TYJ52099.1","cenH3","Basidiomycota"
"Spec1766|TYJ53066.1","canH3","Basidiomycota"
"Spec1767|KGB79825.2","canH3","Basidiomycota"
"Spec1767|KGB74653.2","cenH3","Basidiomycota"
"Spec1767|KGB80288.1","canH3","Basidiomycota"
"Spec1768|WWC61638.1","cenH3","Basidiomycota"
"Spec1768|WWC65682.1","canH3","Basidiomycota"
"Spec1768|WWC61440.1","canH3","Basidiomycota"
"Spec1768|WWC59628.1","canH3","Basidiomycota"
"Spec1769|ODN84877.1","canH3","Basidiomycota"
"Spec1769|ODN79923.1","cenH3","Basidiomycota"
"Spec1769|ODN79449.1","canH3","Basidiomycota"
"Spec1770|KAG7093523.1","canH3","Basidiomycota"
"Spec1770|KAG7093503.1","canH3","Basidiomycota"
"Spec1770|KAG7100207.1","canH3","Basidiomycota"
"Spec1770|KAG7096853.1","cenH3","Basidiomycota"
